question_number,unit_number,chapter_number,question,choice_a,choice_b,choice_c,choice_d,answer
229,ーば,2,話す,話しらば,話せば,話したら,話すば,B
230,ーば,2,言う,言わば,言ったら,言うば,言えば,D
231,ーば,2,読む,読めば,読みば,読んだら,読むば,A
232,ーば,2,書く,書きば,書いたら,書けば,書くば,C
233,ーば,2,食べる,食べたら,食べれば,食べるば,食べればば,B
234,ーば,2,飲む,飲みば,飲んだら,飲むば,飲めば,D
235,ーば,3,寝る,寝れば,寝るば,寝たら,寝ればば,A
236,ーば,3,起きる,起きたら,起きれれば,起きれば,起きるば,C
237,ーば,3,する,したば,すれば,したら,しらば,B
238,ーば,3,勉強する,勉強したば,勉強しらば,勉強するば,勉強すれば,D
239,ーば,3,働く,働けば,働きば,働いたら,働くば,A
240,ーば,3,休む,休んだら,休みば,休めば,休むば,C
241,ーば,3,会う,会わば,会えば,会ったら,会うば,B
242,ーば,3,買う,買わば,買ったら,買うば,買えば,D
243,ーば,3,売る,売れば,売りば,売ったら,売るば,A
244,ーば,3,作る,作りば,作ったら,作れば,作るば,C
245,ーば,3,使う,使わば,使えば,使ったら,使うば,B
246,ーば,4,泳ぐ,泳ぎば,泳いだら,泳ぐば,泳げば,D
247,ーば,4,遊ぶ,遊べば,遊びば,遊んだら,遊ぶば,A
248,ーば,4,歌う,歌わば,歌ったら,歌えば,歌うば,C
249,ーば,4,待つ,待ちば,待てば,待ったら,待つば,B
250,ーば,4,立つ,立たば,立ったら,立つば,立てば,D
251,ーば,4,座る,座れば,座りば,座ったら,座るば,A
252,ーば,4,歩く,歩きば,歩いたら,歩けば,歩くば,C
253,ーば,4,走る,走りば,走れば,走ったら,走るば,B
254,ーば,4,入る,入りば,入ったら,入るば,入れば,D
255,ーば,5,出る,出れば,出たら,出るば,出れれば,A
256,ーば,5,開ける,開けたら,開けるば,開ければ,開ければば,C
257,ーば,5,開く,開いたら,開くば,開けば,開きば,C
258,ーば,5,閉める,閉めれば,閉めるば,閉めたら,閉めればば,A
259,ーば,5,閉まる,閉まりば,閉まれば,閉まったら,閉まるば,B
260,ーば,5,見せる,見せば,見せたら,見せるば,見せれば,D
261,ーば,5,貸す,貸せば,貸しらば,貸したら,貸すば,A
262,ーば,5,借りる,借りたら,借りれば,借りるば,借りれれば,B
263,ーば,5,教える,教えば,教えたら,教えれば,教えるば,C
264,ーば,5,習う,習わば,習ったら,習うば,習えば,D
265,ーば,6,分かる,分かれば,分かりば,分かったら,分かるば,A
266,ーば,6,分ける,分けたば,分ければ,分けるば,分けたら,B
267,ーば,6,忘れる,忘れたら,忘れるば,忘れれば,忘れればば,C
268,ーば,6,覚える,覚えればば,覚えれば,覚えるば,覚えれば,D
269,ーば,6,要る,要れば,要りば,要ったら,要るば,A
270,ーば,6,置く,置きば,置けば,置いたら,置くば,B
271,ーば,6,切る,切ったら,切りば,切れば,切るば,C
272,ーば,6,消す,消したら,消すば,消しらば,消せば,D
273,ーば,6,消える,消えれば,消えるば,消えたら,消えればば,A
274,ーば,6,押す,押しらば,押せば,押したら,押すば,B
275,ーば,7,引く,引きば,引いたら,引けば,引くば,C
276,ーば,7,乗る,乗りば,乗ったら,乗るば,乗れば,D
277,ーば,7,降りる,降りれば,降りるば,降りたら,降りれれば,A
278,ーば,7,着る,着たら,着れば,着るば,着れれば,B
279,ーば,7,脱ぐ,脱ぎば,脱いだら,脱げば,脱ぐば,C
280,ーば,7,洗う,洗わば,洗ったら,洗うば,洗えば,D
281,ーば,7,掃除する,掃除すれば,掃除するば,掃除したば,掃除しらば,A
282,ーば,7,洗濯する,洗濯したば,洗濯すれば,洗濯するば,洗濯しらば,B
283,ーば,7,晴れる,晴れたら,晴れるば,晴れれば,晴れればば,C
284,ーば,7,降る,降りば,降ったら,降るば,降れば,D
285,ーば,8,始まる,始まれば,始まりば,始まったら,始まるば,A
286,ーば,8,終わる,終わりば,終われば,終わったら,終わるば,B
287,ーば,8,返す,返したら,返すば,返せば,返しらば,C
288,ーば,8,撮る,撮りば,撮ったら,撮るば,撮れば,D
289,ーば,8,取る,取れば,取りば,取ったら,取るば,A
290,ーば,8,持つ,持ちば,持てば,持ったら,持つば,B
291,ーば,8,持って行く,持って行きば,持って行ったら,持って行けば,持って行くば,C
292,ーば,8,持って来る,持って来たら,持って来るば,持って来ればば,持って来れば,D
293,ーば,8,分かれる,分かれれば,分かれるば,分かれたら,分かれればば,A
294,ーば,8,困る,困りば,困れば,困ったら,困るば,B
295,ーば,8,死ぬ,死にば,死んだら,死ねば,死ぬば,C
296,ーば,9,曲がる,曲がりば,曲がったら,曲がるば,曲がれば,D
297,ーば,9,鳴く,鳴けば,鳴きば,鳴いたら,鳴くば,A
298,ーば,9,笑う,笑わば,笑えば,笑ったら,笑うば,B
299,ーば,9,泣く,泣きば,泣いたら,泣けば,泣くば,C
300,ーば,9,探す,探しらば,探したら,探すば,探せば,D
301,ーば,9,住む,住めば,住みば,住んだら,住むば,A
302,ーば,9,吸う,吸わば,吸えば,吸ったら,吸うば,B
303,ーば,9,聞こえる,聞こえたら,聞こえるば,聞こえれば,聞こえればば,C
304,ーば,9,見える,見えたら,見えるば,見えればば,見えれば,D
305,ーば,9,立てる,立てれば,立てるば,立てたら,立てればば,A
306,ーば,10,入れる,入れたば,入れれば,入れるば,入れたら,B
307,ーば,10,出す,出したら,出すば,出せば,出しらば,C
308,ーば,10,見つける,見つけたば,見つけるば,見つけたら,見つければ,D
309,ーば,10,かかる,かかれば,かかりば,かかったら,かかるば,A
310,ーば,10,頑張る,頑張りば,頑張れば,頑張ったら,頑張るば,B
311,ーば,10,練習する,練習したば,練習しらば,練習すれば,練習するば,C
312,ーば,10,散歩する,散歩しらば,散歩したば,散歩するば,散歩すれば,D
313,ーば,10,結婚する,結婚すれば,結婚するば,結婚したば,結婚しらば,A
314,ーば,10,旅行する,旅行したば,旅行すれば,旅行するば,旅行しらば,B
315,ーば,10,有る,有ったら,有るば,有れば,有れれば,C
316,ーば,11,成る,成りば,成ったら,成るば,成れば,D
317,ーば,11,要る,要れば,要りば,要ったら,要るば,A
318,ーば,11,頑張る,頑張りば,頑張れば,頑張ったら,頑張るば,B
319,ーば,11,練習する,練習したば,練習しらば,練習すれば,練習するば,C
320,ーば,12,散歩する,散歩しらば,散歩したば,散歩するば,散歩すれば,D
321,ーば,12,結婚する,結婚すれば,結婚するば,結婚したば,結婚しらば,A
322,ーば,12,旅行する,旅行したば,旅行すれば,旅行するば,旅行しらば,B
323,ーば,12,有る,有ったら,有るば,有れば,有れれば,C
324,ーば,12,成る,成りば,成ったら,成るば,成れば,D
325,ーばない,1,褒める (Praise),褒めなれば,褒めなければ,褒めらなければ,褒めれば,B
326,ーばない,1,誘う (Invite),誘わなけば,誘わなれば,誘わないければ,誘わなければ,D
327,ーばない,1,助ける (Help),助けなれば,助けらなければ,助けなければ,助けるなければ,C
328,ーばない,1,頼む (Ask),頼まなければ,頼みなければ,頼まければ,頼めなければ,A
329,ーばない,1,招待する (Invite),招待すなければ,招待したければ,招待しらなければ,招待しなければ,D
330,ーばない,1,ある (To be/exist),あらなければ,なければ,ありなければ,あななければ,B
331,ーばない,1,いる (To be/exist),いななければ,いなければ,いらなければ,いれば,B
332,ーばない,1,行く (Go),行きなければ,行かなれば,行かななければ,行かなければ,D
333,ーばない,1,来る (Come),きなければ,来なければ,こなれば,くるなければ,B
334,ーばない,1,帰る (Return),帰りなければ,帰らなれば,帰らなければ,帰れなければ,C
335,ーばない,2,見る (See),見らなければ,見なければ,見なれば,見ななければ,B
336,ーばない,2,聞く (Listen),聞かなければ,聞きなければ,聞かなれば,聞けなければ,A
337,ーばない,2,話す (Speak),話しななければ,話せなければ,話さなければ,話さなけば,C
338,ーばない,2,言う (Say),言わなければ,言わなけば,言わなれば,言いなければ,A
339,ーばない,2,読む (Read),読みなければ,読まければ,読めなければ,読まなければ,D
340,ーばない,2,書く (Write),書けなければ,書かなければ,書きなければ,書くなければ,B
341,ーばない,2,食べる (Eat),食べなければ,食べなれば,食べらなければ,食べるなければ,A
342,ーばない,2,飲む (Drink),飲めなければ,飲みなければ,飲まなければ,飲みなれば,C
343,ーばない,3,寝る (Sleep),寝らなければ,寝なれば,寝なければ,寝るければ,C
344,ーばない,3,起きる (Wake up),起きなければ,起きらなければ,起きなれば,起きるなければ,A
345,ーばない,3,する (Do),さなければ,しなければ,すらなければ,しなれば,B
346,ーばない,3,勉強する (Study),勉強したければ,勉強すらなければ,勉強しなれば,勉強しなければ,D
347,ーばない,3,働く (Work),働きなければ,働かなれば,働かなければ,働けなければ,C
348,ーばない,3,休む (Rest),休まなければ,休みなければ,休まなれば,休めなければ,A
349,ーばない,3,会う (Meet),会わなけば,会わなければ,会あなければ,会いなければ,B
350,ーばない,3,買う (Buy),買あなければ,買わなれば,買わなければ,買わなけば,C
351,ーばない,3,売る (Sell),売りなければ,売れなければ,売らなれば,売らなければ,D
352,ーばない,3,作る (Make),作らなければ,作りなければ,作れなければ,作らなれば,A
353,ーばない,3,使う (Use),使あなければ,使わなければ,使わなけば,使いなければ,B
354,ーばない,4,泳ぐ (Swim),泳げなければ,泳がなれば,泳がなければ,泳ぎなければ,C
355,ーばない,4,遊ぶ (Play),遊びなければ,遊べなければ,遊ばなれば,遊ばなければ,D
356,ーばない,4,歌う (Sing),歌わなければ,歌わなれば,歌あなければ,歌いなければ,A
357,ーばない,4,待つ (Wait),待たなれば,待たなければ,待ちなければ,待てなければ,B
358,ーばない,4,立つ (Stand),立ちなければ,立たなれば,立たなければ,立てなければ,C
359,ーばない,4,座る (Sit),座りなければ,座れなければ,座らなれば,座らなければ,D
360,ーばない,4,歩く (Walk),歩かなければ,歩きなければ,歩かなれば,歩けなければ,A
361,ーばない,4,走る (Run),走りなければ,走らなければ,走れなければ,走らなれば,B
362,ーばない,4,入る (Enter),入れなければ,入らなれば,入らなければ,入りなければ,C
363,ーばない,5,出る (Exit),出らなければ,出なれば,出れば,出なければ,D
364,ーばない,5,開ける (Open - trans.),開けなければ,開けなれば,開けらなければ,開けるなければ,A
365,ーばない,5,開く (Open - intrans.),開けなければ,開かなければ,開きなければ,開かなれば,B
366,ーばない,5,閉める (Close - trans.),閉めなれば,閉めらなければ,閉めなければ,閉めるなければ,C
367,ーばない,5,閉まる (Close - intrans.),閉まりなければ,閉まれなければ,閉まらなれば,閉まらなければ,D
368,ーばない,5,見せる (Show),見せなければ,見せなれば,見せらなければ,見せるなければ,A
369,ーばない,5,貸す (Lend),貸さなけば,貸さなければ,貸しなければ,貸せなければ,B
370,ーばない,5,借りる (Borrow),借りらなければ,借りなれば,借りなければ,借りるなければ,C
371,ーばない,5,教える (Teach),教えなれば,教えらなければ,教えるなければ,教えなければ,D
372,ーばない,5,習う (Learn),習わなければ,習わなけば,習わなれば,習あなければ,A
373,ーばない,6,分かる (Understand),分かれなければ,分からなければ,分かりなければ,分からなれば,B
374,ーばない,6,分ける (Divide),分けなれば,分けらなければ,分けなければ,分けるなければ,C
375,ーばない,6,忘れる (Forget),忘れなれば,忘れらなければ,忘れるなければ,忘れなければ,D
376,ーばない,6,覚える (Remember),覚えなければ,覚えなれば,覚えらなければ,覚えるなければ,A
377,ーばない,6,要る (Need),いれなければ,いらなければ,いりなければ,いらなれば,B
378,ーばない,6,置く (Put),置きなければ,置かなれば,置けなければ,置かなければ,D
379,ーばない,6,切る (Cut),切りなければ,切らなければ,切れなければ,切らなれば,B
380,ーばない,6,消す (Turn off),消しなければ,消せなければ,消さなければ,消さなけば,C
381,ーばない,6,消える (Go out/Extinguish),消えなれば,消えらなければ,消えるなければ,消えなければ,D
382,ーばない,6,押す (Push),押さなければ,押しなければ,押せなければ,押さなけば,A
383,ーばない,7,引く (Pull),引けなければ,引かなければ,引きなければ,引かなれば,B
384,ーばない,7,乗る (Ride),乗りなければ,乗れなければ,乗らなければ,乗らなれば,C
385,ーばない,7,着る,着なければ,着らなければ,着なれば,着なければば,A
386,ーばない,7,脱ぐ,脱ぎなければ,脱がなければ,脱げなければ,脱がなければば,B
387,ーばない,7,洗う,洗わなけば,洗わなければば,洗わなければ,洗あなければ,C
388,ーばない,7,掃除する,掃除しなれば,掃除したなければ,掃除すらなければ,掃除しなければ,D
389,ーばない,7,洗濯する,洗濯しなければ,洗濯しなれば,洗濯したなければ,洗濯すらなければ,A
390,ーばない,7,晴れる,晴れらなければ,晴れなければ,晴れなれば,晴れなければば,B
391,ーばない,7,降る,降れなければ,降らなければば,降らなければ,降りなければ,C
392,ーばない,7,始まる,始まりなければ,始まれなければ,始まらなければば,始まらなければ,D
393,ーばない,8,終わる,終わらなければ,終わりなければ,終われなければ,終わらなければば,A
394,ーばない,8,返す,返しなければ,返さなければ,返せなければ,返さなけば,B
395,ーばない,8,撮る,撮りなければ,撮れなければ,撮らなければ,撮らなければば,C
396,ーばない,8,取る,取りなければ,取れなければ,取らなければば,取らなければ,D
397,ーばない,8,持つ,持たなければ,持たなれば,持ちなければ,持たなければば,A
398,ーばない,8,持って行く,持って行きなければ,持って行かなければ,持って行けなければ,持って行かなければば,B
399,ーばない,8,持って来る,持ってこなければ,持ってきなければ,持って来なければ,持ってこなければ,C
400,ーばない,8,分かれる,分かれなれば,分かれらなければ,分かれなければば,分かれなければ,D
401,ーばない,8,困る,困らなければ,困りなければ,困れなければ,困らなければば,A
402,ーばない,8,死ぬ,死ねなければ,死ななければ,死になければ,死ななければば,B
403,ーばない,8,曲がる,曲がりなければ,曲がれなければ,曲がらなければ,曲がらなければば,C
404,ーばない,9,鳴く,鳴けなければ,鳴かなければば,鳴きなければ,鳴かなければ,D
405,ーばない,9,笑う,笑わなければ,笑わなけば,笑わなければば,笑あなければ,A
406,ーばない,9,泣く,泣きなければ,泣かなければ,泣けなければ,泣かなければば,B
407,ーばない,9,探す,探しなければ,探せなければ,探さなければ,探さなけば,C
408,ーばない,9,住む,住みなければ,住めなければ,住まなければば,住まなければ,D
409,ーばない,9,吸う,吸わなければ,吸わなけば,吸わなければば,吸あなければ,A
410,ーばない,9,聞こえる,聞こえらなければ,聞こえなければ,聞こえなれば,聞こえなければば,B
411,ーばない,9,見える,見えなれば,見えらなければ,見えなければ,見えなければば,C
412,ーばない,9,立てる,立てらなければ,立てなれば,立てなければば,立てなければ,D
413,ーばない,9,入れる,入れなければ,入れなれば,入れらなければ,入れなければば,A
414,ーばない,10,出す,出しなければ,出さなければ,出せなければ,出さなけば,B
415,ーばない,10,見つける,見つけなれば,見つけらなければ,見つけなければ,見つけなければば,C
416,ーばない,10,かかる,かかれなければ,かかりなければ,かからなければば,かからなければ,D
417,ーばない,10,頑張る,頑張らなければ,頑張りなければ,頑張れなければ,頑張らなければば,A
418,ーばない,10,練習する,練習したなければ,練習しなければ,練習すらなければ,練習しなれば,B
419,ーばない,10,散歩する,散歩しなれば,散歩したなければ,散歩しなければ,散歩すらなければ,C
420,ーばない,10,結婚する,結婚したなければ,結婚すらなければ,結婚しなれば,結婚しなければ,D
421,ーばない,10,旅行する,旅行しなければ,旅行しなれば,旅行したなければ,旅行すらなければ,A
422,ーばない,10,有る,あらなければ,なければ,ありなければ,あななければ,B
423,ーばない,10,成る,なりなければ,なれなければ,ならなければ,ならなければば,C
424,ーばない,11,要る,いれなければ,いらなければば,いりなければ,いらなければ,D
425,ーばない,11,頑張る,頑張らなければ,頑張りなければ,頑張れなければ,頑張らなければば,A
426,ーばない,11,練習する,練習しなれば,練習しなければ,練習したなければ,練習すらなければ,B
427,ーばない,11,散歩する,散歩しなれば,散歩したなければ,散歩しなければ,散歩すらなければ,C
428,ーばない,12,結婚する,結婚したなければ,結婚すらなければ,結婚しなれば,結婚しなければ,D
429,ーばない,12,旅行する,旅行しなければ,旅行しなれば,旅行したなければ,旅行すらなければ,A
430,ーばない,12,有る,あらなければ,なければ,ありなければ,あななければ,B
431,ーばない,12,成る,なりなければ,なれなければ,ならなければ,ならなければば,C
